Sample.ID,Plot_name,vcf_ID,Region,Ecotype,Wild.Sel,Shape,Pop,Sampling.Site,Lat,Long,Temp_C,Sal_ppt,Sampling.Date,Contact,Length_mm,Sex,Tissues,NOTES,Mean_Annual_Temperature_Celsius,Max_temperature_Celsius,Min_temperature_Celsius,Mean_Annual_Salinity_ppt,dd_0,dd_15,dd_30,Dermo_pressure_since_year,Dermo_pressure,MSX_pressure_since_year,MSX_pressure,Generations_selection,History_of_Introgression,Frequency_of_outbreeding,Number_generations_outbred,Outbreeding_populations,salinity_selection,disease_selection,size_selection,Selection_description,Population_origin_wild,Population_selection_location,Details_notes,Shape,Color
HG_HG2F1,DB-NEHG,HG_HG2F1,RU Inbred,High,inbred,,RU Inbred,"Cape Shore, NJ",38.967468,-74.962118,17.3,19,unknown,Ximing Guo,not provided,not provided,not provided,"gynogenetic progeny, female",20.88,43.29,-2.47,19,0,19.5,156,1960,High,1960,High,12,unknown,rotational_crossing,unknown,"Long Island Sound, NY",High_salinity,survival_dermo_msx_hatchery,large_oysters,"parent, female. Selectively bred for disease resistance through 12 generations of hatchery mating of small number of breeders (10 _ 30 per generation). Gynogenetic diploids were produced in 2013 by blocking the release of polar body II with cytochalasin B in eggs from a single female activated by UV-treated sperm (Guo et al. 1993). NH and HG are all NEH oysters and experienced >12 generations of selection. NH is a core NEH subline, while XGH is an inbred NEH subline. All NEH lines were derived from Long Island Sound. NH and other NEH core sublines received new genetic materials from Long Island Sound. They were maintained by rotational crossing with larger Ne (about 50) to minimize inbreeding. HG gynogen was used for genome sequencing
",Long Island Sound,Long Island Sound,none,,
HG_HG2F2,DB-NEHG,HG_HG2F2,RU Inbred,High,inbred,,RU Inbred,"Cape Shore, NJ",38.967468,-74.962118,17.3,19,unknown,Ximing Guo,not provided,not provided,not provided,"gynogenetic progeny, female",20.88,43.29,-2.47,19,0,19.5,156,1960,High,1960,High,12,unknown,rotational_crossing,unknown,"Long Island Sound, NY",High_salinity,survival_dermo_msx_hatchery,large_oysters,"parent, female. Selectively bred for disease resistance through 12 generations of hatchery mating of small number of breeders (10 _ 30 per generation). Gynogenetic diploids were produced in 2013 by blocking the release of polar body II with cytochalasin B in eggs from a single female activated by UV-treated sperm (Guo et al. 1993). NH and HG are all NEH oysters and experienced >12 generations of selection. NH is a core NEH subline, while XGH is an inbred NEH subline. All NEH lines were derived from Long Island Sound. NH and other NEH core sublines received new genetic materials from Long Island Sound. They were maintained by rotational crossing with larger Ne (about 50) to minimize inbreeding. HG gynogen was used for genome sequencing
",Long Island Sound,Long Island Sound,none,,
HG_HG2M5,DB-NEHG,HG_HG2M5,RU Inbred,High,inbred,,RU Inbred,"Cape Shore, NJ",38.967468,-74.962118,17.3,19,unknown,Ximing Guo,not provided,not provided,not provided,"gynogenetic progeny, male",20.88,43.29,-2.47,19,0,19.5,156,1960,High,1960,High,12,unknown,rotational_crossing,unknown,"Long Island Sound, NY",High_salinity,survival_dermo_msx_hatchery,large_oysters,"parent, female. Selectively bred for disease resistance through 12 generations of hatchery mating of small number of breeders (10 _ 30 per generation). Gynogenetic diploids were produced in 2013 by blocking the release of polar body II with cytochalasin B in eggs from a single female activated by UV-treated sperm (Guo et al. 1993). NH and HG are all NEH oysters and experienced >12 generations of selection. NH is a core NEH subline, while XGH is an inbred NEH subline. All NEH lines were derived from Long Island Sound. NH and other NEH core sublines received new genetic materials from Long Island Sound. They were maintained by rotational crossing with larger Ne (about 50) to minimize inbreeding. HG gynogen was used for genome sequencing
",Long Island Sound,Long Island Sound,none,,
NEH_1,DB-NEHD,NEH_1,DelBay,High,S,,NEH93,"Cape Shore, NJ",38.967468,-74.962118,17.3,19,unknown,Ximing Guo,80,M,"A,M,G",none,20.88,43.29,-2.47,19,0,19.5,156,1960,High,1960,High,14,unknown,rotational_crossing,unknown,"Long Island Sound, NY",High_salinity,survival_dermo_msx_hatchery,large_oysters,"All NEH lines were derived from Long Island Sound. NH and other NEH core sublines received new genetic materials from Long Island Sound. They were maintained by rotational crossing with larger Ne (about 50) to minimize inbreeding. NEH93 is a core NEH subline, same as NH but two generations further than NH.",Long Island Sound,Long Island Sound,none,,
NEH_2,DB-NEHD,NEH_2,DelBay,High,S,,NEH93,"Cape Shore, NJ",38.967468,-74.962118,17.3,19,unknown,Ximing Guo,73,undetermined,"A,M,G",no gonadal material,20.88,43.29,-2.47,19,0,19.5,156,1960,High,1960,High,14,unknown,rotational_crossing,unknown,"Long Island Sound, NY",High_salinity,survival_dermo_msx_hatchery,large_oysters,"All NEH lines were derived from Long Island Sound. NH and other NEH core sublines received new genetic materials from Long Island Sound. They were maintained by rotational crossing with larger Ne (about 50) to minimize inbreeding. NEH93 is a core NEH subline, same as NH but two generations further than NH.",Long Island Sound,Long Island Sound,none,,
NEH_3,DB-NEHD,NEH_3,DelBay,High,S,,NEH93,"Cape Shore, NJ",38.967468,-74.962118,17.3,19,unknown,Ximing Guo,68,F,"A,M,G",none,20.88,43.29,-2.47,19,0,19.5,156,1960,High,1960,High,14,unknown,rotational_crossing,unknown,"Long Island Sound, NY",High_salinity,survival_dermo_msx_hatchery,large_oysters,"All NEH lines were derived from Long Island Sound. NH and other NEH core sublines received new genetic materials from Long Island Sound. They were maintained by rotational crossing with larger Ne (about 50) to minimize inbreeding. NEH93 is a core NEH subline, same as NH but two generations further than NH.",Long Island Sound,Long Island Sound,none,,
NEH_4,DB-NEHD,NEH_4,DelBay,High,S,,NEH93,"Cape Shore, NJ",38.967468,-74.962118,17.3,19,unknown,Ximing Guo,72,M,"A,M,G",none,20.88,43.29,-2.47,19,0,19.5,156,1960,High,1960,High,14,unknown,rotational_crossing,unknown,"Long Island Sound, NY",High_salinity,survival_dermo_msx_hatchery,large_oysters,"All NEH lines were derived from Long Island Sound. NH and other NEH core sublines received new genetic materials from Long Island Sound. They were maintained by rotational crossing with larger Ne (about 50) to minimize inbreeding. NEH93 is a core NEH subline, same as NH but two generations further than NH.",Long Island Sound,Long Island Sound,none,,
NEH_5,DB-NEHD,NEH_5,DelBay,High,S,,NEH93,"Cape Shore, NJ",38.967468,-74.962118,17.3,19,unknown,Ximing Guo,72,undetermined,"A,M,G",no gonadal material,20.88,43.29,-2.47,19,0,19.5,156,1960,High,1960,High,14,unknown,rotational_crossing,unknown,"Long Island Sound, NY",High_salinity,survival_dermo_msx_hatchery,large_oysters,"All NEH lines were derived from Long Island Sound. NH and other NEH core sublines received new genetic materials from Long Island Sound. They were maintained by rotational crossing with larger Ne (about 50) to minimize inbreeding. NEH93 is a core NEH subline, same as NH but two generations further than NH.",Long Island Sound,Long Island Sound,none,,
NEH_6,DB-NEHD,NEH_6,DelBay,High,S,,NEH93,"Cape Shore, NJ",38.967468,-74.962118,17.3,19,unknown,Ximing Guo,72,M?,"A,M,G",none,20.88,43.29,-2.47,19,0,19.5,156,1960,High,1960,High,14,unknown,rotational_crossing,unknown,"Long Island Sound, NY",High_salinity,survival_dermo_msx_hatchery,large_oysters,"All NEH lines were derived from Long Island Sound. NH and other NEH core sublines received new genetic materials from Long Island Sound. They were maintained by rotational crossing with larger Ne (about 50) to minimize inbreeding. NEH93 is a core NEH subline, same as NH but two generations further than NH.",Long Island Sound,Long Island Sound,none,,
NG_NH2F6,DB-NEHS,NG_NH2F6,RU Inbred,High,inbred,,RU Inbred,"Cape Shore, NJ",38.967468,-74.962118,17.3,19,unknown,Ximing Guo,not provided,not provided,not provided,"selfing progeny, female",20.88,43.29,-2.47,19,0,19.5,156,1960,High,1960,High,12,unknown,rotational_crossing,unknown,"Long Island Sound, NY",High_salinity,survival_dermo_msx_hatchery,large_oysters,"All NEH lines were derived from Long Island Sound. NH and other NEH core sublines received new genetic materials from Long Island Sound. They were maintained by rotational crossing with larger Ne (about 50) to minimize inbreeding. NEH93 is a core NEH subline, same as NH but two generations further than NH.",Long Island Sound,Long Island Sound,none,,
NG_NH2F8,DB-NEHS,NG_NH2F8,RU Inbred,High,inbred,,RU Inbred,"Cape Shore, NJ",38.967468,-74.962118,17.3,19,unknown,Ximing Guo,not provided,not provided,not provided,"selfing progeny, female",20.88,43.29,-2.47,19,0,19.5,156,1960,High,1960,High,12,unknown,rotational_crossing,unknown,"Long Island Sound, NY",High_salinity,survival_dermo_msx_hatchery,large_oysters,"All NEH lines were derived from Long Island Sound. NH and other NEH core sublines received new genetic materials from Long Island Sound. They were maintained by rotational crossing with larger Ne (about 50) to minimize inbreeding. NEH93 is a core NEH subline, same as NH but two generations further than NH.",Long Island Sound,Long Island Sound,none,,
NG_NH2M1,DB-NEHS,NG_NH2M1,RU Inbred,High,inbred,,RU Inbred,"Cape Shore, NJ",38.967468,-74.962118,17.3,19,unknown,Ximing Guo,not provided,not provided,not provided,"selfing progeny, male",20.88,43.29,-2.47,19,0,19.5,156,1960,High,1960,High,12,unknown,rotational_crossing,unknown,"Long Island Sound, NY",High_salinity,survival_dermo_msx_hatchery,large_oysters,"All NEH lines were derived from Long Island Sound. NH and other NEH core sublines received new genetic materials from Long Island Sound. They were maintained by rotational crossing with larger Ne (about 50) to minimize inbreeding. NEH93 is a core NEH subline, same as NH but two generations further than NH.",Long Island Sound,Long Island Sound,none,,
HC_1,DB-LSHC,HC_1,DelBay,Low,W,,Hope Creek,"Hope Creek, NJ",39.447222,-75.519444,23.7,11.1,9/18/17,Ximing Guo,55,undetermined,"A,M,G","no gonad, salnity ranges from 5-12 ppt, temp from 4-26",21.83,30.18,6.2,9.57,0,16,179,1960,High,1960,sporadic,none,none,none,none,none,none,none,none,none,wild,none,none,,
HC_3,DB-LSHC,HC_3,DelBay,Low,W,,Hope Creek,"Hope Creek, NJ",39.447222,-75.519444,23.7,11.1,9/18/17,Ximing Guo,58,undetermined,"A,M,G","no gonad, salnity ranges from 5-12 ppt, temp from 4-26",21.83,30.18,6.2,9.57,0,16,179,1960,High,1960,sporadic,none,none,none,none,none,none,none,none,none,wild,none,none,,
HC_4,DB-LSHC,HC_4,DelBay,Low,W,,Hope Creek,"Hope Creek, NJ",39.447222,-75.519444,23.7,11.1,9/18/17,Ximing Guo,62,undetermined,"A,M,G","no gonad, salnity ranges from 5-12 ppt, temp from 4-26",21.83,30.18,6.2,9.57,0,16,179,1960,High,1960,sporadic,none,none,none,none,none,none,none,none,none,wild,none,none,,
HC_5,DB-LSHC,HC_5,DelBay,Low,W,,Hope Creek,"Hope Creek, NJ",39.447222,-75.519444,23.7,11.1,9/18/17,Ximing Guo,51,undetermined,"A,M,G","no gonad, salnity ranges from 5-12 ppt, temp from 4-26",21.83,30.18,6.2,9.57,0,16,179,1960,High,1960,sporadic,none,none,none,none,none,none,none,none,none,wild,none,none,,
HC_6,DB-LSHC,HC_6,DelBay,Low,W,,Hope Creek,"Hope Creek, NJ",39.447222,-75.519444,23.7,11.1,9/18/17,Ximing Guo,71,undetermined,"A,M,G","no gonad, salnity ranges from 5-12 ppt, temp from 4-26",21.83,30.18,6.2,9.57,0,16,179,1960,High,1960,sporadic,none,none,none,none,none,none,none,none,none,wild,none,none,,
HC_7,DB-LSHC,HC_7,DelBay,Low,W,,Hope Creek,"Hope Creek, NJ",39.447222,-75.519444,23.7,11.1,9/18/17,Ximing Guo,80,undetermined,"A,M,G","no gonad, salnity ranges from 5-12 ppt, temp from 4-26",21.83,30.18,6.2,9.57,0,16,179,1960,High,1960,sporadic,none,none,none,none,none,none,none,none,none,wild,none,none,,
HI_1,ME-HSHI,HI_1,Maine,High,W,,Hog Island,"Damariscotta River Estuary, ME",44.0133,-69.541689,24.6,28,8/14/17,Jose Fernandez-Robledo,82,M?,"A,M,G","HARD TO SEX, NOT A LOT OF GONADAL MATERIAL , date uncertain",12.42,27,-2,2.77,38.3,402.2,688.7,1990,low,2000,High,none,none,none,none,none,none,none,none,none,wild,none,none,,
HI_2,ME-HSHI,HI_2,Maine,High,W,,Hog Island,"Damariscotta River Estuary, ME",44.0133,-69.541689,24.6,28,8/14/17,Jose Fernandez-Robledo,79,F,"A,M,G",date uncertain,12.42,27,-2,2.77,38.3,402.2,688.7,1990,low,2000,High,none,none,none,none,none,none,none,none,none,wild,none,none,,
HI_3,ME-HSHI,HI_3,Maine,High,W,,Hog Island,"Damariscotta River Estuary, ME",44.0133,-69.541689,24.6,28,8/14/17,Jose Fernandez-Robledo,90,M,"A,M,G",date uncertain,12.42,27,-2,2.77,38.3,402.2,688.7,1990,low,2000,High,none,none,none,none,none,none,none,none,none,wild,none,none,,
HI_4,ME-HSHI,HI_4,Maine,High,W,,Hog Island,"Damariscotta River Estuary, ME",44.0133,-69.541689,24.6,28,8/14/17,Jose Fernandez-Robledo,79,M,"A,M,G",date uncertain,12.42,27,-2,2.77,38.3,402.2,688.7,1990,low,2000,High,none,none,none,none,none,none,none,none,none,wild,none,none,,
HI_5,ME-HSHI,HI_5,Maine,High,W,,Hog Island,"Damariscotta River Estuary, ME",44.0133,-69.541689,24.6,28,8/14/17,Jose Fernandez-Robledo,75,M?,"A,M,G","HARD TO SEX, NOT A LOT OF GONADAL MATERIAL , date uncertain",12.42,27,-2,2.77,38.3,402.2,688.7,1990,low,2000,High,none,none,none,none,none,none,none,none,none,wild,none,none,,
HI_6,ME-HSHI,HI_6,Maine,High,W,,Hog Island,"Damariscotta River Estuary, ME",44.0133,-69.541689,24.6,28,8/14/17,Jose Fernandez-Robledo,94,M,"A,M,G",none,12.42,27,-2,2.77,38.3,402.2,688.7,1990,low,2000,High,none,none,none,none,none,none,none,none,none,wild,none,none,,
SM_10,ME-LSSM,SM_10,Maine,Low,W,,Sherman Marsh,"Sherman Marsh/Sheepscot River, ME",44.0141558,-69.5949957,14,28,8/23/17,Jose Fernandez-Robledo,143,F,"A,M,G",NOT A LOT OF EGGS,10.66,29,-4,2.52,9.8,180.1,235.7,1990,low,2000,sporadic,none,none,none,none,none,none,none,none,none,wild,none,none,,
SM_11,ME-LSSM,SM_11,Maine,Low,W,,Sherman Marsh,"Sherman Marsh/Sheepscot River, ME",44.0141558,-69.5949957,14,28,8/23/17,Jose Fernandez-Robledo,223,F,"A,M,G",NOT A LOT OF EGGS,10.66,29,-4,2.52,9.8,180.1,235.7,1990,low,2000,sporadic,none,none,none,none,none,none,none,none,none,wild,none,none,,
SM_12,ME-LSSM,SM_12,Maine,Low,W,,Sherman Marsh,"Sherman Marsh/Sheepscot River, ME",44.0141558,-69.5949957,14,28,8/23/17,Jose Fernandez-Robledo,155,M?,"A,M,G","HARD TO SEX, NOT A LOT OF GONADAL MATERIAL ",10.66,29,-4,2.52,9.8,180.1,235.7,1990,low,2000,sporadic,none,none,none,none,none,none,none,none,none,wild,none,none,,
SM_7,ME-LSSM,SM_7,Maine,Low,W,,Sherman Marsh,"Sherman Marsh/Sheepscot River, ME",44.0141558,-69.5949957,14,28,8/23/17,Jose Fernandez-Robledo,117,M,"A,M,G",none,10.66,29,-4,2.52,9.8,180.1,235.7,1990,low,2000,sporadic,none,none,none,none,none,none,none,none,none,wild,none,none,,
SM_8,ME-LSSM,SM_8,Maine,Low,W,,Sherman Marsh,"Sherman Marsh/Sheepscot River, ME",44.0141558,-69.5949957,14,28,8/23/17,Jose Fernandez-Robledo,83,M?,"A,M,G","HARD TO SEX, NOT A LOT OF GONADAL MATERIAL ",10.66,29,-4,2.52,9.8,180.1,235.7,1990,low,2000,sporadic,none,none,none,none,none,none,none,none,none,wild,none,none,,
SM_9,ME-LSSM,SM_9,Maine,Low,W,,Sherman Marsh,"Sherman Marsh/Sheepscot River, ME",44.0141558,-69.5949957,14,28,8/23/17,Jose Fernandez-Robledo,147,M,"A,M,G",none,10.66,29,-4,2.52,9.8,180.1,235.7,1990,low,2000,sporadic,none,none,none,none,none,none,none,none,none,wild,none,none,,
UMFS_1,ME-UMFS,UMFS_1,Maine,High,S,,UMFS,"Upper Damariscotta River Estuary, ME",43.998136,-69.542432,15.96,30,8/22/17,Paul Rawson,114,M,"A,M,G",none,15.96,26.15,2.08,30,0,35.75,138,1990,low,2000,sporadic,10,unknown,twice,2,"Natives from Flowers Oyster Bay,  NY",High_salinity,ROD,large_oysters,"Originally Frank M Flowers Co. oysters that had been selected informally for fast growth were sent as broodstock. ROD endemic to upper Damariscotta river (growout site). Thus, the line was selected for cold water growth performance and resistance to ROD over time. After obtaining from Frank M. Flowers, _After two generations of size-based truncation selection, the University ofMaine Flowers Select line (UMFS) demonstrated significantly better growth when compared to control, non-selected animals from the same founding population and to local wild stocks of oysters (Sheepscot River, ME). ","Frank M. Flowers Oyster Company, Oyster Bay Long Island, NY. Though other founders originally (MSX line from RU and native oysters from Sheepscot River, ME), by late 1990's only the Flowers line was actively propagated.",2,none,,
UMFS_2,ME-UMFS,UMFS_2,Maine,High,S,,UMFS,"Upper Damariscotta River Estuary, ME",43.998136,-69.542432,15.96,30,8/22/17,Paul Rawson,111,M,"A,M,G",none,15.96,26.15,2.08,30,0,35.75,138,1990,low,2000,sporadic,10,unknown,twice,2,"Natives from Flowers Oyster Bay,  NY",High_salinity,ROD,large_oysters,"Originally Frank M Flowers Co. oysters that had been selected informally for fast growth were sent as broodstock. ROD endemic to upper Damariscotta river (growout site). Thus, the line was selected for cold water growth performance and resistance to ROD over time. After obtaining from Frank M. Flowers, _After two generations of size-based truncation selection, the University ofMaine Flowers Select line (UMFS) demonstrated significantly better growth when compared to control, non-selected animals from the same founding population and to local wild stocks of oysters (Sheepscot River, ME). ","Frank M. Flowers Oyster Company, Oyster Bay Long Island, NY. Though other founders originally (MSX line from RU and native oysters from Sheepscot River, ME), by late 1990's only the Flowers line was actively propagated.",2,none,,
UMFS_3,ME-UMFS,UMFS_3,Maine,High,S,,UMFS,"Upper Damariscotta River Estuary, ME",43.998136,-69.542432,15.96,30,8/22/17,Paul Rawson,104,F,"A,M,G",none,15.96,26.15,2.08,30,0,35.75,138,1990,low,2000,sporadic,10,unknown,twice,2,"Natives from Flowers Oyster Bay,  NY",High_salinity,ROD,large_oysters,"Originally Frank M Flowers Co. oysters that had been selected informally for fast growth were sent as broodstock. ROD endemic to upper Damariscotta river (growout site). Thus, the line was selected for cold water growth performance and resistance to ROD over time. After obtaining from Frank M. Flowers, _After two generations of size-based truncation selection, the University ofMaine Flowers Select line (UMFS) demonstrated significantly better growth when compared to control, non-selected animals from the same founding population and to local wild stocks of oysters (Sheepscot River, ME). ","Frank M. Flowers Oyster Company, Oyster Bay Long Island, NY. Though other founders originally (MSX line from RU and native oysters from Sheepscot River, ME), by late 1990's only the Flowers line was actively propagated.",2,none,,
UMFS_4,ME-UMFS,UMFS_4,Maine,High,S,,UMFS,"Upper Damariscotta River Estuary, ME",43.998136,-69.542432,15.96,30,8/22/17,Paul Rawson,146,M,"A,M,G",none,15.96,26.15,2.08,30,0,35.75,138,1990,low,2000,sporadic,10,unknown,twice,2,"Natives from Flowers Oyster Bay,  NY",High_salinity,ROD,large_oysters,"Originally Frank M Flowers Co. oysters that had been selected informally for fast growth were sent as broodstock. ROD endemic to upper Damariscotta river (growout site). Thus, the line was selected for cold water growth performance and resistance to ROD over time. After obtaining from Frank M. Flowers, _After two generations of size-based truncation selection, the University ofMaine Flowers Select line (UMFS) demonstrated significantly better growth when compared to control, non-selected animals from the same founding population and to local wild stocks of oysters (Sheepscot River, ME). ","Frank M. Flowers Oyster Company, Oyster Bay Long Island, NY. Though other founders originally (MSX line from RU and native oysters from Sheepscot River, ME), by late 1990's only the Flowers line was actively propagated.",2,none,,
UMFS_5,ME-UMFS,UMFS_5,Maine,High,S,,UMFS,"Upper Damariscotta River Estuary, ME",43.998136,-69.542432,15.96,30,8/22/17,Paul Rawson,116,M,"A,M,G",none,15.96,26.15,2.08,30,0,35.75,138,1990,low,2000,sporadic,10,unknown,twice,2,"Natives from Flowers Oyster Bay,  NY",High_salinity,ROD,large_oysters,"Originally Frank M Flowers Co. oysters that had been selected informally for fast growth were sent as broodstock. ROD endemic to upper Damariscotta river (growout site). Thus, the line was selected for cold water growth performance and resistance to ROD over time. After obtaining from Frank M. Flowers, _After two generations of size-based truncation selection, the University ofMaine Flowers Select line (UMFS) demonstrated significantly better growth when compared to control, non-selected animals from the same founding population and to local wild stocks of oysters (Sheepscot River, ME). ","Frank M. Flowers Oyster Company, Oyster Bay Long Island, NY. Though other founders originally (MSX line from RU and native oysters from Sheepscot River, ME), by late 1990's only the Flowers line was actively propagated.",2,none,,
UMFS_6,ME-UMFS,UMFS_6,Maine,High,S,,UMFS,"Upper Damariscotta River Estuary, ME",43.998136,-69.542432,15.96,30,8/22/17,Paul Rawson,126,F,"A,M,G",none,15.96,26.15,2.08,30,0,35.75,138,1990,low,2000,sporadic,10,unknown,twice,2,"Natives from Flowers Oyster Bay,  NY",High_salinity,ROD,large_oysters,"Originally Frank M Flowers Co. oysters that had been selected informally for fast growth were sent as broodstock. ROD endemic to upper Damariscotta river (growout site). Thus, the line was selected for cold water growth performance and resistance to ROD over time. After obtaining from Frank M. Flowers, _After two generations of size-based truncation selection, the University ofMaine Flowers Select line (UMFS) demonstrated significantly better growth when compared to control, non-selected animals from the same founding population and to local wild stocks of oysters (Sheepscot River, ME). ","Frank M. Flowers Oyster Company, Oyster Bay Long Island, NY. Though other founders originally (MSX line from RU and native oysters from Sheepscot River, ME), by late 1990's only the Flowers line was actively propagated.",2,none,,
